Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,month,day,hour,minute
70,0,22.0,44.0,21,44,22,44,22,45,19,57.0,10.0,79,18,43.0,22,52,18,47.0,10,754,84,8.0,40.0,8.0,2,22,0,30
60,0,22.0,44.0,21,44,22,44,22,45,19,57.0,10.0,79,18,43.0,22,53,18,47.0,10,753,85,8.0,40.0,8.0,2,22,0,40
70,0,22.0,44.0,21,44,22,44,22,45,19,57.0,10.0,80,18,43.0,22,52,18,47.0,10,753,86,7.0,40.0,8.0,2,22,0,50
60,0,22.0,44.0,21,44,22,44,22,45,19,57.0,10.0,81,18,43.0,22,53,18,47.0,10,753,86,7.0,40.0,8.0,2,22,1,0
60,0,22.0,44.0,21,44,22,44,22,45,19,57.0,10.0,80,18,43.0,22,53,18,47.0,10,753,86,7.0,40.0,8.0,2,22,1,10
50,0,22.0,44.0,21,44,22,44,22,45,19,57.0,10.0,80,18,43.0,22,53,18,47.0,10,753,86,7.0,40.0,8.0,2,22,1,20
60,0,22.0,44.0,20,44,22,44,22,45,19,57.0,10.0,80,18,43.0,22,53,18,47.0,10,753,86,8.0,40.0,8.0,2,22,1,30
60,0,22.0,44.0,20,44,22,44,22,45,19,57.0,10.0,80,18,43.0,22,53,18,47.0,10,753,86,8.0,40.0,8.0,2,22,1,40
60,0,22.0,44.0,20,44,22,44,22,44,19,57.0,10.0,80,18,42.0,22,54,18,47.0,10,753,86,8.0,40.0,8.0,2,22,1,50
60,0,22.0,44.0,20,44,22,44,22,44,19,57.0,10.0,81,18,42.0,22,54,18,47.0,10,753,86,8.0,40.0,8.0,2,22,2,0
50,0,22.0,44.0,20,44,22,44,22,44,19,57.0,10.0,81,18,42.0,22,54,18,47.0,10,753,85,8.0,40.0,8.0,2,22,2,10
50,0,22.0,44.0,20,44,22,44,22,44,19,57.0,10.0,81,18,42.0,22,54,18,47.0,10,753,85,8.0,40.0,7.0,2,22,2,20
60,0,22.0,44.0,20,44,22,44,22,44,19,56.0,10.0,81,18,42.0,22,54,18,47.0,10,753,84,8.0,40.0,7.0,2,22,2,30
50,0,22.0,44.0,20,44,22,44,22,44,19,56.0,10.0,80,18,42.0,22,54,18,47.0,10,753,83,9.0,40.0,7.0,2,22,2,40
60,0,22.0,44.0,20,44,22,44,22,44,19,56.0,10.0,79,18,42.0,22,54,18,47.0,10,753,83,9.0,40.0,7.0,2,22,2,50
60,0,22.0,44.0,20,45,22,44,22,44,19,56.0,10.0,79,18,42.0,22,54,19,47.0,10,753,82,9.0,40.0,7.0,2,22,3,0
60,0,22.0,44.0,20,45,22,44,22,44,19,56.0,10.0,79,18,42.0,22,54,19,47.0,10,753,82,9.0,40.0,7.0,2,22,3,10
60,0,22.0,44.0,20,44,22,44,22,44,19,56.0,10.0,78,18,42.0,22,54,18,47.0,10,753,82,9.0,40.0,7.0,2,22,3,20
50,0,22.0,44.0,20,45,22,44,21,44,19,56.0,10.0,78,18,42.0,22,54,18,47.0,10,753,82,9.0,40.0,7.0,2,22,3,30
60,0,22.0,44.0,20,45,22,44,21,44,19,56.0,10.0,78,18,42.0,22,54,19,47.0,10,753,82,9.0,40.0,7.0,2,22,3,40
40,0,22.0,44.0,20,45,22,44,21,44,18,56.0,10.0,78,18,42.0,22,54,19,47.0,10,753,82,9.0,40.0,7.0,2,22,3,50
50,0,22.0,44.0,20,45,22,44,21,44,18,56.0,10.0,77,18,42.0,22,54,19,47.0,10,753,82,9.0,40.0,7.0,2,22,4,0
20,0,22.0,44.0,20,45,22,44,21,44,18,56.0,10.0,77,18,42.0,22,54,19,47.0,10,753,82,9.0,40.0,7.0,2,22,4,10
40,0,22.0,44.0,20,45,22,44,21,44,18,56.0,10.0,76,18,42.0,22,54,19,47.0,10,753,82,9.0,40.0,7.0,2,22,4,20
50,0,21.0,44.0,20,45,22,44,21,44,18,56.0,10.0,76,18,42.0,22,54,19,47.0,10,753,82,9.5,40.0,7.0,2,22,4,30
50,0,21.0,44.0,20,45,22,44,21,44,18,56.0,10.0,75,18,42.0,22,54,19,47.0,10,753,82,9.5,40.0,7.0,2,22,4,40
70,0,21.0,44.0,20,45,22,44,21,44,18,56.0,10.0,75,18,42.0,22,54,19,47.0,10,753,82,9.5,40.0,7.0,2,22,4,50
50,0,21.0,44.0,20,45,22,44,21,44,18,56.0,10.0,75,18,42.0,22,53,19,47.0,10,752,82,9.5,40.0,7.0,2,22,5,0
50,0,21.0,44.0,20,45,22,44,21,44,18,56.0,10.0,55,18,42.0,22,53,19,47.0,10,752,82,9.5,40.0,7.0,2,22,5,10
50,0,21.0,44.0,20,45,22,44,21,44,18,56.0,10.0,75,18,42.0,22,53,19,47.0,10,752,82,9.5,40.0,7.0,2,22,5,20
50,0,21.0,44.0,20,45,22,44,21,44,18,56.0,10.0,75,18,42.0,22,53,19,47.0,10,752,84,9.5,40.0,7.0,2,22,5,30
50,0,21.0,44.0,20,45,22,44,21,44,18,56.0,10.0,75,18,42.0,22,53,19,47.0,10,752,82,9.5,40.0,7.0,2,22,5,40
60,0,21.0,44.0,20,45,22,44,21,44,18,56.0,10.0,75,18,42.0,22,53,19,47.0,10,752,82,9.5,40.0,7.0,2,22,5,50
80,0,22.0,43.0,20,44,22,42,22,43,20,56.0,6.0,88,19,43.0,22,49,18,44.0,5,754,97,1.0,20.0,5.0,2,22,11,0
90,0,22.0,43.0,20,44,22,42,22,43,20,56.0,6.0,88,19,43.0,22,49,18,44.0,5,754,96,1.0,28.0,4.0,2,22,11,10
70,0,22.0,43.0,20,44,22,42,22,44,20,55.0,6.0,88,19,43.0,22,49,18,45.0,5,754,96,2.0,35.0,4.0,2,22,11,20
50,0,22.0,43.0,20,44,22,42,22,44,20,55.0,5.0,88,19,43.0,22,49,18,45.0,5,754,95,2.0,42.0,4.0,2,22,11,30
40,0,22.0,44.0,20,44,22,42,22,44,20,55.0,5.0,88,19,43.0,22,49,19,45.0,5,754,94,2.0,50.0,4.0,2,22,11,40
50,0,22.0,44.0,20,44,22,42,22,44,20,54.0,5.0,88,19,43.0,22,49,18,45.0,5,754,94,3.0,58.0,4.0,2,22,11,50
60,0,22.0,44.0,20,44,21,42,22,44,20,54.0,5.0,87,19,43.0,22,49,18,45.0,4,754,93,3.0,65.0,3.0,2,23,0,0
60,0,22.0,44.0,20,44,21,42,22,44,20,54.0,4.0,87,19,43.0,22,49,18,45.0,4,754,93,3.0,61.0,3.0,2,23,0,10
80,0,22.0,44.0,20,44,21,42,22,44,19,53.0,4.0,87,19,43.0,22,49,18,45.0,4,754,84,2.0,57.0,3.0,2,23,0,20
70,0,22.0,44.0,20,44,21,42,22,44,19,53.0,4.0,87,19,43.0,22,49,19,45.0,4,754,92,2.0,52.0,3.0,2,23,0,30
70,0,21.0,44.0,20,44,21,42,22,44,19,53.0,4.0,87,19,43.0,22,48,18,45.0,4,754,92,2.0,48.0,3.0,2,23,0,40
70,0,21.0,43.0,20,44,21,42,22,43,19,53.0,4.0,87,19,43.0,22,48,19,45.0,4,754,91,1.0,44.0,3.0,2,23,0,50
70,0,21.0,44.0,20,44,21,42,22,43,19,53.0,4.0,87,19,43.0,22,48,19,45.0,4,754,91,1.0,40.0,3.0,2,23,1,0
60,0,21.0,44.0,20,44,21,42,22,43,19,52.0,4.0,87,19,43.0,22,48,18,45.0,4,754,92,1.0,37.0,3.0,2,23,1,10
60,0,21.0,44.0,20,44,21,42,22,43,19,52.0,4.0,87,19,43.0,22,49,19,45.0,4,754,93,1.0,35.0,3.0,2,23,1,20
60,0,21.0,44.0,20,44,22,42,22,43,19,52.0,4.0,88,19,43.0,22,49,19,45.0,4,754,94,2.0,32.0,3.0,2,23,1,30
60,0,21.0,44.0,20,44,22,42,22,42,19,52.0,4.0,88,19,43.0,22,49,19,45.0,4,754,94,2.0,29.0,3.0,2,23,1,40
60,0,21.0,44.0,20,44,22,42,22,42,19,52.0,4.0,88,19,43.0,22,49,19,45.0,4,754,95,2.0,27.0,3.0,2,23,1,50
60,0,21.0,44.0,20,44,22,42,22,42,19,52.0,4.0,88,19,43.0,22,49,19,45.0,4,754,96,2.0,24.0,3.0,2,23,2,0
50,0,21.0,44.0,20,44,22,42,22,42,19,52.0,4.0,88,19,43.0,22,50,19,45.0,4,754,96,2.0,24.0,3.0,2,23,2,10
60,0,21.0,44.0,20,44,22,42,21,42,19,51.0,4.0,88,19,43.0,22,50,19,46.0,4,754,96,2.0,25.0,3.0,2,23,2,30
40,0,21.0,44.0,20,44,22,42,21,42,19,51.0,4.0,88,19,43.0,21,50,19,46.0,4,754,96,1.0,25.0,3.0,2,23,2,40
30,0,21.0,44.0,19,44,22,42,21,41,19,51.0,4.0,88,19,43.0,21,50,19,46.0,4,754,96,1.0,26.0,3.0,2,23,2,50
50,0,21.0,43.0,19,44,22,42,21,41,19,51.0,4.0,88,19,43.0,21,50,19,46.0,4,754,96,1.0,26.0,3.0,2,23,3,0
40,0,21.0,43.0,19,44,22,42,21,41,19,51.0,4.0,88,19,44.0,21,50,19,46.0,4,754,96,1.0,26.0,3.0,2,23,3,10
70,0,21.0,43.0,19,44,22,43,21,41,19,51.0,4.0,88,19,44.0,22,50,18,46.0,4,754,96,1.0,26.0,3.0,2,23,3,20
60,0,21.0,43.0,19,44,22,43,21,41,19,51.0,4.0,88,19,44.0,21,50,19,46.0,4,754,96,2.0,26.0,3.0,2,23,3,30
60,0,21.0,43.0,19,44,22,43,21,41,19,51.0,4.0,88,19,44.0,21,50,19,46.0,4,754,95,2.0,27.0,3.0,2,23,3,40
50,0,21.0,43.0,19,45,22,43,21,41,19,51.0,4.0,88,19,44.0,21,50,19,46.0,4,754,95,2.0,27.0,3.0,2,23,3,50
60,0,21.0,43.0,19,44,22,43,21,41,19,51.0,4.0,88,19,44.0,21,50,19,46.0,4,754,95,2.0,27.0,3.0,2,23,4,0
50,0,21.0,43.0,19,45,22,43,21,41,19,51.0,4.0,88,19,44.0,22,50,19,46.0,4,754,95,2.0,26.0,3.0,2,23,4,10
60,0,21.0,43.0,19,45,22,43,21,42,19,51.0,4.0,88,19,44.0,21,50,19,46.0,4,754,95,2.0,25.0,3.0,2,23,4,20
50,0,21.0,43.0,19,45,22,43,21,42,19,50.0,4.0,88,19,43.0,21,50,19,46.0,4,754,95,2.0,24.0,3.0,2,23,4,30
60,0,21.0,43.0,19,45,22,43,21,42,19,50.0,4.0,88,19,44.0,21,50,19,46.0,4,754,95,2.0,24.0,3.0,2,23,4,40
70,0,21.0,43.0,19,45,22,43,21,41,19,50.0,4.0,88,19,44.0,21,50,19,46.0,4,754,95,2.0,23.0,3.0,2,23,4,50
60,0,21.0,43.0,19,45,22,43,21,41,19,50.0,4.0,88,19,44.0,22,50,19,46.0,4,754,95,2.0,22.0,3.0,2,23,5,0
60,0,21.0,43.0,19,45,22,43,21,41,19,50.0,4.0,88,19,43.0,21,50,19,46.0,4,754,95,2.0,22.0,3.0,2,23,5,10
50,0,21.0,43.0,19,45,22,43,21,41,19,50.0,4.0,88,19,43.0,21,50,19,47.0,4,754,95,2.0,23.0,3.0,2,23,5,20
50,0,21.0,43.0,19,45,22,43,20,42,19,50.0,4.0,88,19,44.0,21,50,19,47.0,4,754,95,2.0,24.0,3.0,2,23,5,30
60,0,21.0,43.0,19,45,22,43,20,42,19,50.0,4.0,88,19,43.0,21,50,19,47.0,4,754,95,2.0,24.0,3.0,2,23,5,40
50,0,21.0,43.0,19,45,22,43,20,42,19,50.0,4.0,88,19,43.0,21,50,19,47.0,4,754,95,2.0,24.0,3.0,2,23,5,50
60,0,22.0,41.0,20,41,21,40,21,38,20,64.5,0.0,84,19,37.0,21,45,18,40.0,0,760,97,2.0,23.0,0.0,2,23,11,0
60,0,22.0,41.0,20,41,21,40,21,38,20,64.5,0.0,84,19,37.0,21,45,18,40.0,0,760,97,2.0,22.0,0.0,2,23,11,10
50,0,22.0,41.0,20,41,21,40,21,38,19,64.5,0.0,84,19,37.0,21,45,18,40.0,0,760,97,2.0,22.0,0.0,2,23,11,20
50,0,22.0,41.0,20,41,21,40,21,38,19,64.5,0.0,84,19,37.0,21,45,18,41.0,0,760,97,2.0,22.0,0.0,2,23,11,30
40,0,22.0,41.0,20,41,21,40,21,38,19,64.5,0.0,83,19,37.0,21,46,18,41.0,0,760,97,2.0,21.0,0.0,2,23,11,40
50,0,22.0,41.0,20,41,21,40,21,38,19,64.5,0.0,84,19,37.0,21,46,18,41.0,0,761,97,2.0,20.0,0.0,2,23,11,50
50,0,22.0,41.0,20,41,21,40,21,38,19,64.5,0.0,84,19,37.0,21,46,18,41.0,0,761,97,2.0,20.0,0.0,2,24,0,0
50,0,22.0,41.0,20,41,21,40,21,38,19,64.5,0.0,84,19,37.0,21,46,18,41.0,0,761,97,2.0,27.0,0.0,2,24,0,10
50,0,22.0,41.0,20,41,21,40,21,39,19,64.5,0.0,84,19,38.0,21,46,18,41.0,0,761,97,2.0,34.0,0.0,2,24,0,20
50,0,21.0,41.0,19,41,21,40,20,39,19,64.5,0.0,85,19,38.0,21,46,18,42.0,0,761,96,2.0,42.0,0.0,2,24,0,30
50,0,21.0,40.0,19,41,21,40,20,39,19,64.5,0.0,85,19,38.0,21,46,18,42.0,1,761,96,1.0,49.0,0.0,2,24,0,40
50,0,21.0,40.0,19,41,21,41,20,39,19,64.5,0.0,85,19,38.0,21,46,18,42.0,1,761,96,1.0,56.0,0.0,2,24,0,50
50,0,21.0,40.0,19,41,21,41,20,39,19,64.5,0.0,85,19,38.0,21,46,18,42.0,1,761,96,1.0,63.0,0.0,2,24,1,0
40,0,21.0,40.0,19,41,21,40,20,38,19,64.5,0.0,85,19,38.0,21,46,18,42.0,1,761,96,1.0,61.0,0.0,2,24,1,10
40,0,21.0,40.0,19,41,21,41,20,39,19,64.5,0.0,85,19,39.0,21,46,18,43.0,0,761,97,1.0,60.0,0.0,2,24,1,20
50,0,21.0,40.0,19,41,21,41,20,39,19,64.5,0.0,84,19,39.0,21,46,18,43.0,0,761,97,1.0,58.0,0.0,2,24,1,30
50,0,21.0,40.0,19,41,21,40,20,39,19,64.5,-1.0,84,19,39.0,21,47,18,43.0,0,761,97,1.0,56.0,0.0,2,24,1,40
50,0,21.0,40.0,19,41,21,41,20,38,19,64.5,-1.0,83,19,39.0,21,47,18,43.0,0,761,98,1.0,55.0,0.0,2,24,1,50
50,0,21.0,40.0,19,41,21,41,20,38,19,64.5,-1.0,83,19,39.0,22,47,18,43.0,0,761,98,1.0,53.0,-1.0,2,24,2,0
30,0,21.0,40.0,19,41,21,40,20,38,19,64.5,-1.0,82,19,39.0,20,47,18,43.0,0,761,98,1.0,54.0,-1.0,2,24,2,10
50,0,21.0,40.0,19,41,21,40,20,38,19,64.5,-1.0,82,19,39.0,20,47,18,43.0,-1,761,98,1.0,56.0,-1.0,2,24,2,20
40,0,21.0,40.0,19,41,21,40,20,38,19,64.5,-1.0,83,19,39.0,20,47,18,43.0,-1,760,98,2.0,57.0,-1.0,2,24,2,30
50,0,21.0,40.0,19,41,21,40,20,38,19,64.5,-1.0,83,19,39.0,20,47,18,43.0,-1,760,98,2.0,58.0,-1.0,2,24,2,40
40,0,21.0,40.0,19,41,21,40,20,38,19,64.5,-1.0,83,20,39.0,20,47,18,44.0,-1,760,98,2.0,60.0,-1.0,2,24,2,50
50,0,21.0,40.0,19,41,21,40,20,38,19,64.0,-1.0,83,19,39.0,20,47,18,44.0,-1,760,98,2.0,61.0,-2.0,2,24,3,0
50,0,21.0,40.0,19,41,21,41,20,38,19,63.0,-1.0,83,19,39.0,20,46,18,44.0,-1,760,98,2.0,58.0,-1.0,2,24,3,10
60,0,21.0,40.0,19,41,21,41,20,38,19,63.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,98,2.0,54.0,-1.0,2,24,3,20
50,0,21.0,40.0,19,41,21,40,20,38,19,62.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,98,2.0,51.0,-1.0,2,24,3,30
50,0,21.0,40.0,19,41,21,40,20,38,19,62.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,99,1.0,48.0,-1.0,2,24,3,40
40,0,21.0,40.0,18,41,21,40,20,39,19,62.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,99,1.0,44.0,-1.0,2,24,3,50
50,0,21.0,40.0,18,41,21,41,20,39,19,61.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,99,1.0,41.0,-1.0,2,24,4,0
40,0,21.0,40.0,18,41,21,41,20,39,19,61.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,98,1.0,40.0,-1.0,2,24,4,10
60,0,21.0,40.0,18,41,21,41,20,38,19,61.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,98,1.0,38.0,-1.0,2,24,4,20
50,0,21.0,40.0,18,41,21,41,20,38,19,60.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,98,1.0,37.0,-2.0,2,24,4,30
50,0,21.0,40.0,18,41,21,41,20,38,19,60.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,97,1.0,36.0,-2.0,2,24,4,40
50,0,20.0,40.0,18,41,21,41,20,38,18,60.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,96,1.0,34.0,-2.0,2,24,4,50
50,0,20.0,40.0,18,41,21,41,20,38,18,60.0,-2.0,82,19,39.0,20,46,18,44.0,-2,760,96,1.0,33.0,-2.0,2,24,5,0
40,0,20.0,40.0,18,40,21,41,20,38,18,59.0,-2.0,82,19,39.0,20,46,18,44.0,-2,760,96,1.0,34.0,-2.0,2,24,5,10
50,0,20.0,40.0,18,41,21,41,20,38,18,59.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,97,1.0,34.0,-2.0,2,24,5,20
40,0,20.0,40.0,18,41,21,41,20,38,18,59.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,97,2.0,35.0,-2.0,2,24,5,30
50,0,20.0,40.0,18,41,21,41,20,38,18,59.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,97,2.0,36.0,-2.0,2,24,5,40
40,0,20.0,40.0,18,41,21,41,20,38,18,59.0,-2.0,82,19,39.0,20,46,18,44.0,-1,760,98,2.0,36.0,-1.0,2,24,5,50
90,0,22.0,37.0,20,38,21,38,21,37,19,48.0,-1.0,82,20,34.0,23,40,18,37.0,1,756,87,1.0,23.0,-1.0,2,24,11,0
90,0,22.0,37.0,20,38,21,38,21,38,19,49.0,-1.0,83,20,34.0,23,40,18,37.0,1,756,87,1.0,22.0,-1.0,2,24,11,10
60,0,22.0,37.0,20,38,21,38,22,38,19,50.0,0.0,83,20,34.0,23,40,18,37.0,1,756,87,1.0,22.0,-1.0,2,24,11,20
60,0,22.0,37.0,20,38,21,38,22,38,19,51.0,-1.0,82,20,35.0,23,41,18,37.0,1,756,87,2.0,22.0,-1.0,2,24,11,30
50,0,22.0,37.0,20,38,21,38,23,37,19,51.0,-1.0,83,20,35.0,23,41,18,38.0,1,756,87,2.0,21.0,-1.0,2,24,11,40
70,0,22.0,37.0,20,38,21,38,23,37,19,52.0,-1.0,83,20,35.0,23,41,18,38.0,1,756,87,2.0,20.0,-1.0,2,24,11,50
60,0,22.0,37.0,20,38,21,39,23,37,19,52.0,-1.0,82,20,35.0,22,41,18,38.0,7,756,87,2.0,20.0,-2.0,2,25,0,0
70,0,22.0,38.0,20,39,21,39,23,37,19,52.0,-1.0,82,20,35.0,22,41,18,38.0,0,756,88,2.0,20.0,-2.0,2,25,0,10
60,0,22.0,38.0,20,39,21,39,23,37,19,52.0,-1.0,82,20,35.0,22,42,18,38.0,0,756,88,2.0,20.0,-2.0,2,25,0,20
60,0,22.0,38.0,20,39,21,39,22,37,19,52.0,-1.0,83,20,36.0,22,42,18,38.0,0,756,88,2.0,20.0,-1.0,2,25,0,30
50,0,22.0,38.0,20,39,21,39,22,37,19,53.0,-1.0,84,20,36.0,22,42,18,38.0,0,756,89,2.0,21.0,-1.0,2,25,0,40
50,0,22.0,38.0,20,39,21,39,22,37,19,53.0,-1.0,84,20,36.0,22,42,18,38.0,0,756,90,2.0,21.0,-1.0,2,25,0,50
20,0,22.0,38.0,20,39,21,39,22,37,19,53.0,-1.0,83,20,36.0,22,42,18,38.0,0,756,90,2.0,21.0,-1.0,2,25,1,0
30,0,21.0,38.0,20,39,21,39,22,36,19,53.0,-1.0,83,20,36.0,22,42,18,39.0,0,756,90,2.0,22.0,-1.0,2,25,1,10
20,0,21.0,38.0,19,38,21,39,22,36,19,53.0,-1.0,83,20,36.0,22,42,18,39.0,0,756,90,2.0,22.0,-1.0,2,25,1,20
40,0,21.0,38.0,19,38,21,39,22,36,19,53.0,-1.0,84,20,36.0,22,42,18,39.0,1,756,90,2.0,22.0,-1.0,2,25,1,30
60,0,21.0,38.0,19,38,21,39,22,36,19,53.0,0.0,84,20,36.0,22,42,18,39.0,1,756,89,2.0,23.0,-1.0,2,25,1,40
50,0,21.0,38.0,19,38,21,39,22,36,19,53.0,0.0,84,20,36.0,22,43,18,39.0,1,756,89,2.0,24.0,-1.0,2,25,1,50
50,0,21.0,38.0,19,38,21,39,21,36,19,53.0,0.0,84,20,36.0,22,43,18,39.0,1,756,89,2.0,24.0,0.0,2,25,2,0
40,0,21.0,38.0,19,38,21,39,21,36,19,53.0,0.0,84,20,36.0,22,43,18,39.0,1,756,89,2.0,24.0,-1.0,2,25,2,10
40,0,21.0,38.0,19,38,21,39,21,36,19,53.0,0.0,84,20,36.0,22,43,18,39.0,1,756,89,2.0,24.0,-1.0,2,25,2,20
40,0,21.0,38.0,19,38,21,39,21,36,19,53.0,0.0,84,20,36.0,22,43,18,40.0,1,756,88,2.0,24.0,-1.0,2,25,2,30
50,0,21.0,38.0,19,38,21,39,21,36,18,53.0,0.0,84,20,36.0,22,43,18,40.0,1,756,88,3.0,23.0,-1.0,2,25,2,40
50,0,21.0,38.0,19,39,21,39,21,36,18,53.0,0.0,84,20,37.0,22,44,18,40.0,1,756,88,3.0,23.0,-1.0,2,25,2,50
60,0,21.0,38.0,19,39,21,39,21,36,18,53.0,0.0,85,20,37.0,22,44,18,40.0,1,756,88,3.0,23.0,-1.0,2,25,3,0
50,0,21.0,38.0,19,39,21,39,21,36,18,52.0,0.0,85,20,37.0,22,44,18,40.0,1,756,88,3.0,23.0,-1.0,2,25,3,10
50,0,21.0,38.0,19,39,21,39,21,36,18,52.0,1.0,85,20,37.0,22,44,18,40.0,1,756,89,2.0,23.0,-1.0,2,25,3,20
40,0,21.0,38.0,19,39,21,39,21,36,18,52.0,1.0,85,20,37.0,22,44,18,40.0,1,756,89,2.0,23.0,-1.0,2,25,3,30
30,0,21.0,38.0,19,39,21,39,21,36,18,52.0,1.0,85,20,37.0,22,44,18,40.0,1,756,89,2.0,23.0,-1.0,2,25,3,40
30,0,21.0,38.0,19,39,21,39,21,36,18,52.0,1.0,85,20,37.0,22,44,18,40.0,1,756,90,1.0,23.0,-1.0,2,25,3,50
20,0,21.0,38.0,19,39,21,39,21,36,18,52.0,0.0,84,20,37.0,22,44,18,40.0,0,756,90,1.0,23.0,-1.0,2,25,4,0
40,0,21.0,38.0,19,39,21,39,20,36,18,52.0,0.0,84,20,37.0,22,44,18,41.0,0,756,91,1.0,30.0,-1.0,2,25,4,10
50,0,21.0,38.0,19,39,21,39,20,36,18,52.0,0.0,84,20,37.0,21,44,18,41.0,0,756,92,1.0,36.0,-1.0,2,25,4,20
50,0,21.0,38.0,19,39,21,39,20,37,18,52.0,0.0,84,20,37.0,21,44,18,41.0,0,756,92,1.0,43.0,-1.0,2,25,4,30
50,0,21.0,38.0,19,39,21,39,20,36,18,52.0,0.0,84,20,37.0,21,44,18,41.0,0,756,93,1.0,50.0,-1.0,2,25,4,40
50,0,21.0,38.0,19,39,21,39,20,36,18,52.0,0.0,84,20,37.0,21,43,18,41.0,0,756,94,1.0,56.0,-1.0,2,25,4,50
50,0,21.0,38.0,19,39,21,40,20,36,18,52.0,0.0,84,20,37.0,21,43,18,41.0,0,756,95,1.0,63.0,-1.0,2,25,5,0
50,0,21.0,38.0,19,39,21,40,20,37,18,52.0,0.0,83,20,37.0,21,43,18,41.0,0,756,95,1.0,63.0,-1.0,2,25,5,10
40,0,21.0,38.0,19,39,21,39,20,36,18,52.0,0.0,83,20,37.0,21,43,18,41.0,-1,756,95,1.0,62.0,-1.0,2,25,5,20
50,0,20.0,38.0,18,39,21,40,20,36,18,52.0,-1.0,82,20,37.0,21,43,18,41.0,-1,756,96,1.0,62.0,-1.0,2,25,5,30
50,0,20.0,38.0,18,39,21,40,20,37,18,52.0,-1.0,82,20,37.0,21,43,18,41.0,-1,756,96,1.0,62.0,-1.0,2,25,5,40
60,0,22.0,38.0,20,39,21,38,22,36,20,45.0,2.0,80,19,34.0,22,39,18,37.0,2,757,90,1.0,64.0,1.0,2,25,11,0
60,0,22.0,38.0,20,39,21,38,22,37,20,45.0,3.0,80,19,35.0,22,40,18,37.0,2,757,91,1.0,62.0,1.0,2,25,11,10
60,0,22.0,38.0,20,39,21,38,22,37,20,45.0,3.0,80,19,35.0,22,40,18,37.0,2,757,92,1.0,60.0,1.0,2,25,11,20
60,0,22.0,38.0,20,39,21,38,22,37,20,45.0,3.0,80,19,35.0,22,40,18,37.0,2,757,92,1.0,58.0,1.0,2,25,11,30
60,0,22.0,39.0,20,39,21,38,22,37,19,44.0,3.0,80,19,35.0,21,40,18,37.0,2,757,93,1.0,57.0,1.0,2,25,11,40
40,0,22.0,39.0,20,39,21,38,22,37,19,44.0,3.0,80,19,36.0,21,40,18,37.0,2,757,94,1.0,55.0,1.0,2,25,11,50
30,0,22.0,39.0,20,40,21,38,22,37,19,44.0,3.0,80,19,36.0,21,40,18,38.0,2,757,95,1.0,53.0,1.0,2,26,0,0
30,0,22.0,39.0,20,39,21,38,22,36,19,44.0,3.0,80,19,36.0,21,41,18,38.0,2,757,95,1.0,53.0,1.0,2,26,0,10
30,0,22.0,39.0,20,39,21,38,22,36,19,44.0,3.0,80,19,36.0,21,41,18,38.0,2,757,94,1.0,52.0,1.0,2,26,0,20
40,0,21.0,39.0,20,39,21,38,22,36,19,44.0,2.0,80,19,36.0,21,41,18,38.0,2,757,94,2.0,52.0,1.0,2,26,0,30
50,0,21.0,39.0,20,39,21,38,22,36,19,44.0,2.0,80,19,36.0,21,42,18,38.0,2,757,94,2.0,52.0,1.0,2,26,0,40
50,0,21.0,39.0,20,39,21,38,21,36,19,44.0,2.0,81,19,36.0,21,42,18,38.0,2,757,93,2.0,51.0,1.0,2,26,0,50
40,0,21.0,39.0,20,39,21,38,21,36,19,44.0,2.0,81,19,36.0,21,43,18,39.0,2,757,93,2.0,51.0,1.0,2,26,1,0
60,0,21.0,39.0,20,39,21,38,21,36,19,44.0,2.0,81,19,36.0,21,43,18,39.0,2,757,93,2.0,52.0,1.0,2,26,1,10
50,0,21.0,39.0,20,39,21,38,21,36,19,44.0,2.0,81,19,37.0,21,43,18,39.0,2,757,93,2.0,54.0,1.0,2,26,1,20
50,0,21.0,39.0,19,39,21,38,21,36,19,44.0,2.0,81,19,37.0,21,44,18,39.0,2,757,94,2.0,55.0,1.0,2,26,1,30
50,0,21.0,39.0,19,39,21,38,21,36,19,44.0,2.0,81,19,37.0,21,44,18,39.0,2,757,94,1.0,56.0,1.0,2,26,1,40
40,0,21.0,39.0,19,39,21,38,21,36,19,44.0,2.0,81,19,37.0,21,44,18,39.0,2,757,94,1.0,58.0,1.0,2,26,1,50
40,0,21.0,39.0,19,39,21,38,21,36,19,44.0,2.0,81,19,37.0,21,44,18,40.0,2,757,94,1.0,59.0,1.0,2,26,2,0
